Generation	ModelUUID	Step	randomInt	label
51	6510a4e9-5bac-400f-81f6-734519034133	1	65866	bar
51	6510a4e9-5bac-400f-81f6-734519034133	2	25836	bar
51	0585baf0-9143-4237-aada-87778d383917	0	58250	bar
51	0585baf0-9143-4237-aada-87778d383917	1	85750	bar
51	0585baf0-9143-4237-aada-87778d383917	2	59920	bar
52	a3270701-9e7d-4ef4-b564-dbda7f101c16	0	6562	bar
52	a3270701-9e7d-4ef4-b564-dbda7f101c16	1	5357	bar
52	a3270701-9e7d-4ef4-b564-dbda7f101c16	2	11472	bar
52	e9196744-b1c3-4c16-b6a9-3eeac1883dbc	0	25243	bar
52	e9196744-b1c3-4c16-b6a9-3eeac1883dbc	1	36101	bar
52	e9196744-b1c3-4c16-b6a9-3eeac1883dbc	2	33525	bar
52	004cdd4a-dad4-4f8f-87f7-ce91005efd28	0	4726	bar
52	004cdd4a-dad4-4f8f-87f7-ce91005efd28	1	93224	bar
52	004cdd4a-dad4-4f8f-87f7-ce91005efd28	2	59702	bar
52	5b5bf96d-18ca-4174-a230-5cba405218ef	0	52752	bar
52	5b5bf96d-18ca-4174-a230-5cba405218ef	1	27833	bar
52	5b5bf96d-18ca-4174-a230-5cba405218ef	2	18819	bar
52	dc0b74e5-3032-4d6b-b30b-3c3dfe45d8f3	0	74920	bar
52	dc0b74e5-3032-4d6b-b30b-3c3dfe45d8f3	1	69156	bar
52	dc0b74e5-3032-4d6b-b30b-3c3dfe45d8f3	2	42616	bar
52	2812b2b7-ab23-45c2-aa23-8ef8568b8097	0	27038	bar
52	2812b2b7-ab23-45c2-aa23-8ef8568b8097	1	60032	bar
52	2812b2b7-ab23-45c2-aa23-8ef8568b8097	2	88401	bar
52	a2117a47-1532-45bd-ab41-be3bb81d1889	0	38615	bar
52	a2117a47-1532-45bd-ab41-be3bb81d1889	1	41509	bar
52	a2117a47-1532-45bd-ab41-be3bb81d1889	2	97564	bar
52	5eece10a-9952-421c-b575-3fe4f2b9b6bc	0	72669	bar
52	5eece10a-9952-421c-b575-3fe4f2b9b6bc	1	91140	bar
52	5eece10a-9952-421c-b575-3fe4f2b9b6bc	2	91625	bar
52	f1c88a85-37d5-4d20-9f06-125259e46761	0	95331	bar
52	f1c88a85-37d5-4d20-9f06-125259e46761	1	45255	bar
52	f1c88a85-37d5-4d20-9f06-125259e46761	2	44990	bar
52	0a93aed5-8f04-4a9d-9da7-9c13b4331550	0	44774	bar
52	0a93aed5-8f04-4a9d-9da7-9c13b4331550	1	79621	bar
52	0a93aed5-8f04-4a9d-9da7-9c13b4331550	2	63656	bar
53	241650a6-67f1-41aa-9aed-be4d3a4507a3	0	99280	bar
53	241650a6-67f1-41aa-9aed-be4d3a4507a3	1	94082	bar
53	241650a6-67f1-41aa-9aed-be4d3a4507a3	2	56108	bar
53	5577a4c1-3bcc-436a-918b-15d5da822b86	0	34102	bar
53	5577a4c1-3bcc-436a-918b-15d5da822b86	1	60449	bar
53	5577a4c1-3bcc-436a-918b-15d5da822b86	2	45468	bar
53	5f3de01e-7345-4f7c-8e88-86c5256d21a4	0	22336	bar
53	5f3de01e-7345-4f7c-8e88-86c5256d21a4	1	51175	bar
53	5f3de01e-7345-4f7c-8e88-86c5256d21a4	2	66917	bar
53	dd8abaeb-3d66-43d5-b7a7-b936844b18da	0	99817	bar
53	dd8abaeb-3d66-43d5-b7a7-b936844b18da	1	72014	bar
53	dd8abaeb-3d66-43d5-b7a7-b936844b18da	2	28804	bar
53	2e00db2a-cfff-408a-a072-2c8199682360	0	78940	bar
53	2e00db2a-cfff-408a-a072-2c8199682360	1	23234	bar
53	2e00db2a-cfff-408a-a072-2c8199682360	2	35449	bar
53	3f648e3e-b0dd-4427-bf27-3416eb8ac3bf	0	44478	bar
53	3f648e3e-b0dd-4427-bf27-3416eb8ac3bf	1	81147	bar
53	3f648e3e-b0dd-4427-bf27-3416eb8ac3bf	2	11092	bar
53	5ea12969-f7e4-4663-8435-6ad240d62814	0	57195	bar
53	5ea12969-f7e4-4663-8435-6ad240d62814	1	86456	bar
53	5ea12969-f7e4-4663-8435-6ad240d62814	2	22667	bar
53	72263eaa-c708-4b69-8930-d28104366d88	0	89657	bar
53	72263eaa-c708-4b69-8930-d28104366d88	1	96404	bar
53	72263eaa-c708-4b69-8930-d28104366d88	2	58157	bar
53	e46a740a-6e67-4650-b327-570c2b43e8f4	0	34777	bar
53	e46a740a-6e67-4650-b327-570c2b43e8f4	1	90408	bar
53	e46a740a-6e67-4650-b327-570c2b43e8f4	2	19473	bar
53	afb834e1-2745-493b-9589-d3f585db5b49	0	89180	bar
53	afb834e1-2745-493b-9589-d3f585db5b49	1	83325	bar
53	afb834e1-2745-493b-9589-d3f585db5b49	2	59432	bar
54	59634c88-f051-48d9-8be6-80804ef3ea86	0	4721	bar
54	59634c88-f051-48d9-8be6-80804ef3ea86	1	2444	bar
54	59634c88-f051-48d9-8be6-80804ef3ea86	2	93842	bar
54	e42cb88e-25ba-4e6d-b148-9b1887b5e198	0	55820	bar
54	e42cb88e-25ba-4e6d-b148-9b1887b5e198	1	86260	bar
54	e42cb88e-25ba-4e6d-b148-9b1887b5e198	2	87116	bar
54	f7fef82c-3b63-40ea-a7c2-9c37cef0acb0	0	74083	bar
54	f7fef82c-3b63-40ea-a7c2-9c37cef0acb0	1	68566	bar
54	f7fef82c-3b63-40ea-a7c2-9c37cef0acb0	2	43462	bar
54	bae277cb-f8ce-4106-a1b5-275e86706607	0	87634	bar
54	bae277cb-f8ce-4106-a1b5-275e86706607	1	62865	bar
54	bae277cb-f8ce-4106-a1b5-275e86706607	2	79123	bar
54	138d1cd4-b326-454a-9c5d-5c20c6490ce5	0	1950	bar
54	138d1cd4-b326-454a-9c5d-5c20c6490ce5	1	46229	bar
54	138d1cd4-b326-454a-9c5d-5c20c6490ce5	2	78970	bar
54	81444020-00bf-4eb0-a65e-6f3e8e03f448	0	29463	bar
54	81444020-00bf-4eb0-a65e-6f3e8e03f448	1	51462	bar
54	81444020-00bf-4eb0-a65e-6f3e8e03f448	2	26505	bar
54	c98c9a72-6f60-4dab-9e7b-18ca52f0b4f1	0	43286	bar
54	c98c9a72-6f60-4dab-9e7b-18ca52f0b4f1	1	90351	bar
54	c98c9a72-6f60-4dab-9e7b-18ca52f0b4f1	2	46665	bar
54	b9303161-710f-4f8c-bae7-36be4ddd14d0	0	78854	bar
54	b9303161-710f-4f8c-bae7-36be4ddd14d0	1	53952	bar
54	b9303161-710f-4f8c-bae7-36be4ddd14d0	2	72108	bar
54	a9f76e6d-fb47-4706-93ac-7ed125f6b275	0	63967	bar
54	a9f76e6d-fb47-4706-93ac-7ed125f6b275	1	20038	bar
54	a9f76e6d-fb47-4706-93ac-7ed125f6b275	2	42595	bar
54	72574e6a-adf2-47db-9c12-bc6d41574a9c	0	46957	bar
54	72574e6a-adf2-47db-9c12-bc6d41574a9c	1	18438	bar
54	72574e6a-adf2-47db-9c12-bc6d41574a9c	2	69356	bar
55	82f38b37-b02c-4802-bf0e-f54056195b91	0	43119	bar
55	82f38b37-b02c-4802-bf0e-f54056195b91	1	28053	bar
55	82f38b37-b02c-4802-bf0e-f54056195b91	2	98441	bar
55	846e10e0-2151-4a57-9c79-369269721f74	0	45915	bar
55	846e10e0-2151-4a57-9c79-369269721f74	1	45527	bar
55	846e10e0-2151-4a57-9c79-369269721f74	2	46668	bar
55	908613b3-361a-43ba-89aa-c8f3dcc88e8b	0	86367	bar
55	908613b3-361a-43ba-89aa-c8f3dcc88e8b	1	29938	bar
55	908613b3-361a-43ba-89aa-c8f3dcc88e8b	2	87918	bar
55	593ccbfc-cfd8-499a-b4ec-84c382f8ea3e	0	54627	bar
55	593ccbfc-cfd8-499a-b4ec-84c382f8ea3e	1	85230	bar
55	593ccbfc-cfd8-499a-b4ec-84c382f8ea3e	2	35711	bar
55	d67c5764-a70b-41fe-852a-f24a1227ebe4	0	72554	bar
55	d67c5764-a70b-41fe-852a-f24a1227ebe4	1	36395	bar
55	d67c5764-a70b-41fe-852a-f24a1227ebe4	2	8439	bar
55	b32dfcbe-d1a8-419d-9af4-226d37b20688	0	15768	bar
55	b32dfcbe-d1a8-419d-9af4-226d37b20688	1	87103	bar
55	b32dfcbe-d1a8-419d-9af4-226d37b20688	2	28491	bar
55	c062e084-3ca7-4c85-931b-dfd4d078987b	0	78925	bar
55	c062e084-3ca7-4c85-931b-dfd4d078987b	1	90635	bar
55	c062e084-3ca7-4c85-931b-dfd4d078987b	2	98908	bar
55	989b70e0-7c2a-445a-bea9-387cfbf0ac51	0	45550	bar
55	989b70e0-7c2a-445a-bea9-387cfbf0ac51	1	16120	bar
55	989b70e0-7c2a-445a-bea9-387cfbf0ac51	2	48009	bar
55	12ae32f5-1583-456a-8013-40164716942d	0	197	bar
55	12ae32f5-1583-456a-8013-40164716942d	1	38675	bar
55	12ae32f5-1583-456a-8013-40164716942d	2	98404	bar
55	a449ec04-9418-4913-95b4-ba5af65074bd	0	83807	bar
55	a449ec04-9418-4913-95b4-ba5af65074bd	1	60067	bar
55	a449ec04-9418-4913-95b4-ba5af65074bd	2	90786	bar
56	094349aa-4cff-409e-953e-b386ac88770f	0	64595	bar
56	094349aa-4cff-409e-953e-b386ac88770f	1	163	bar
56	094349aa-4cff-409e-953e-b386ac88770f	2	64940	bar
56	d62507d8-c4ff-41fc-bad4-0e8a231c2cb8	0	60483	bar
56	d62507d8-c4ff-41fc-bad4-0e8a231c2cb8	1	29184	bar
56	d62507d8-c4ff-41fc-bad4-0e8a231c2cb8	2	2451	bar
56	589fd9f2-4861-48ee-b287-af61b5fd4bbd	0	42171	bar
56	589fd9f2-4861-48ee-b287-af61b5fd4bbd	1	94512	bar
56	589fd9f2-4861-48ee-b287-af61b5fd4bbd	2	91680	bar
56	3134b2c8-4477-40d2-93db-3d2970f068ee	0	74134	bar
56	3134b2c8-4477-40d2-93db-3d2970f068ee	1	34413	bar
56	3134b2c8-4477-40d2-93db-3d2970f068ee	2	87913	bar
56	4ca48fa5-7960-45ee-8776-d430d4f7b9be	0	18111	bar
56	4ca48fa5-7960-45ee-8776-d430d4f7b9be	1	94957	bar
56	4ca48fa5-7960-45ee-8776-d430d4f7b9be	2	44896	bar
56	bd4a59a6-0729-4af3-841d-69f515f9a0cc	0	21301	bar
56	bd4a59a6-0729-4af3-841d-69f515f9a0cc	1	72127	bar
56	bd4a59a6-0729-4af3-841d-69f515f9a0cc	2	63813	bar
56	6675fdff-788f-40ed-9822-fdbfe10ddbbb	0	68776	bar
56	6675fdff-788f-40ed-9822-fdbfe10ddbbb	1	36964	bar
56	6675fdff-788f-40ed-9822-fdbfe10ddbbb	2	36060	bar
56	7d64452f-9567-4d4b-a271-62ad8514b920	0	46880	bar
56	7d64452f-9567-4d4b-a271-62ad8514b920	1	45192	bar
56	7d64452f-9567-4d4b-a271-62ad8514b920	2	35353	bar
56	91c518b2-37a9-4006-aa0c-c7a28a885741	0	78622	bar
56	91c518b2-37a9-4006-aa0c-c7a28a885741	1	24572	bar
56	91c518b2-37a9-4006-aa0c-c7a28a885741	2	41944	bar
56	bace450f-71d7-4d11-8bb2-9877e5118d2c	0	18009	bar
56	bace450f-71d7-4d11-8bb2-9877e5118d2c	1	32561	bar
56	bace450f-71d7-4d11-8bb2-9877e5118d2c	2	17961	bar
57	d9de8921-ab76-4a58-bb4c-634c30e24ec2	0	24298	bar
57	d9de8921-ab76-4a58-bb4c-634c30e24ec2	1	48402	bar
57	d9de8921-ab76-4a58-bb4c-634c30e24ec2	2	6920	bar
57	40d13744-6737-47e7-9036-6292373ca349	0	68868	bar
57	40d13744-6737-47e7-9036-6292373ca349	1	68702	bar
57	40d13744-6737-47e7-9036-6292373ca349	2	89355	bar
57	2e4b67c1-cca9-491f-88f4-1fb70680695e	0	15962	bar
57	2e4b67c1-cca9-491f-88f4-1fb70680695e	1	27297	bar
57	2e4b67c1-cca9-491f-88f4-1fb70680695e	2	2228	bar
57	2ea36a70-8837-4895-a784-c7dfbf1478b3	0	61413	bar
57	2ea36a70-8837-4895-a784-c7dfbf1478b3	1	54479	bar
57	2ea36a70-8837-4895-a784-c7dfbf1478b3	2	65830	bar
57	2e7a9079-fd2a-44b0-bab9-d99d17a35ab7	0	46077	bar
57	2e7a9079-fd2a-44b0-bab9-d99d17a35ab7	1	95292	bar
57	2e7a9079-fd2a-44b0-bab9-d99d17a35ab7	2	39317	bar
57	88d01f5c-1d87-4f0e-8dab-7bf7d39326bd	0	82564	bar
57	88d01f5c-1d87-4f0e-8dab-7bf7d39326bd	1	56283	bar
57	88d01f5c-1d87-4f0e-8dab-7bf7d39326bd	2	16566	bar
57	a86c6626-652f-4128-a6a6-6eaa6174e745	0	74018	bar
57	a86c6626-652f-4128-a6a6-6eaa6174e745	1	9776	bar
57	a86c6626-652f-4128-a6a6-6eaa6174e745	2	83222	bar
57	836a98d4-c142-4c78-a323-9864a94b9292	0	95147	bar
57	836a98d4-c142-4c78-a323-9864a94b9292	1	34452	bar
57	836a98d4-c142-4c78-a323-9864a94b9292	2	89670	bar
57	7544aa12-ebf3-4dde-bbea-d77a6de5c419	0	88925	bar
57	7544aa12-ebf3-4dde-bbea-d77a6de5c419	1	40645	bar
57	7544aa12-ebf3-4dde-bbea-d77a6de5c419	2	31891	bar
57	a96f26dc-d765-45e5-b22b-6f294d5b1560	0	69798	bar
57	a96f26dc-d765-45e5-b22b-6f294d5b1560	1	78375	bar
57	a96f26dc-d765-45e5-b22b-6f294d5b1560	2	65172	bar
58	b2ef40bf-44aa-4403-abe0-cb47a54ecc78	0	67298	bar
58	b2ef40bf-44aa-4403-abe0-cb47a54ecc78	1	2748	bar
58	b2ef40bf-44aa-4403-abe0-cb47a54ecc78	2	17852	bar
58	8f41e9d4-a89b-47b8-aa1b-6229204dc8f2	0	92065	bar
58	8f41e9d4-a89b-47b8-aa1b-6229204dc8f2	1	19931	bar
58	8f41e9d4-a89b-47b8-aa1b-6229204dc8f2	2	33488	bar
58	53f08578-e2f8-405c-b993-246d21108c75	0	82823	bar
58	53f08578-e2f8-405c-b993-246d21108c75	1	26927	bar
58	53f08578-e2f8-405c-b993-246d21108c75	2	6163	bar
58	c014c245-d7a1-4ded-99ce-37a7ebcd7c8a	0	65006	bar
58	c014c245-d7a1-4ded-99ce-37a7ebcd7c8a	1	53391	bar
58	c014c245-d7a1-4ded-99ce-37a7ebcd7c8a	2	98588	bar
58	a6562738-e536-4e70-be9f-437369e09d33	0	6694	bar
58	a6562738-e536-4e70-be9f-437369e09d33	1	30293	bar
58	a6562738-e536-4e70-be9f-437369e09d33	2	7273	bar
58	246156be-380b-4a65-91ee-acd8d4161917	0	97532	bar
58	246156be-380b-4a65-91ee-acd8d4161917	1	48894	bar
58	246156be-380b-4a65-91ee-acd8d4161917	2	15597	bar
58	f9d2f2a9-3575-4781-9cb1-8113d0887a05	0	55448	bar
58	f9d2f2a9-3575-4781-9cb1-8113d0887a05	1	2589	bar
58	f9d2f2a9-3575-4781-9cb1-8113d0887a05	2	69412	bar
58	26a3cccc-442b-44e5-a20d-bff2f13839a0	0	23584	bar
58	26a3cccc-442b-44e5-a20d-bff2f13839a0	1	44540	bar
58	26a3cccc-442b-44e5-a20d-bff2f13839a0	2	30600	bar
58	9f33bdf1-d5cc-4601-abf6-8ef6d5982ba1	0	12634	bar
58	9f33bdf1-d5cc-4601-abf6-8ef6d5982ba1	1	34224	bar
58	9f33bdf1-d5cc-4601-abf6-8ef6d5982ba1	2	12092	bar
58	68031e77-1094-4709-bc42-ca38b43568fa	0	24815	bar
58	68031e77-1094-4709-bc42-ca38b43568fa	1	25879	bar
58	68031e77-1094-4709-bc42-ca38b43568fa	2	9861	bar
59	96bea64d-aa02-4458-b75e-1a5bbb04200e	0	40235	bar
59	96bea64d-aa02-4458-b75e-1a5bbb04200e	1	34385	bar
59	96bea64d-aa02-4458-b75e-1a5bbb04200e	2	53721	bar
59	3d48e1d2-a516-4bfe-93d7-d3c7fddffbd6	0	63969	bar
59	3d48e1d2-a516-4bfe-93d7-d3c7fddffbd6	1	64888	bar
59	3d48e1d2-a516-4bfe-93d7-d3c7fddffbd6	2	50351	bar
59	c411738d-2574-4e10-bde4-f6b1ee1cb819	0	76812	bar
59	c411738d-2574-4e10-bde4-f6b1ee1cb819	1	8894	bar
59	c411738d-2574-4e10-bde4-f6b1ee1cb819	2	65814	bar
59	b2175449-59aa-4f61-8847-fa604fd26416	0	88720	bar
59	b2175449-59aa-4f61-8847-fa604fd26416	1	29921	bar
59	b2175449-59aa-4f61-8847-fa604fd26416	2	73602	bar
59	bbd5e316-4c00-4aac-a0eb-9a39c3335376	0	41470	bar
59	bbd5e316-4c00-4aac-a0eb-9a39c3335376	1	80206	bar
59	bbd5e316-4c00-4aac-a0eb-9a39c3335376	2	59553	bar
59	2d5c13af-76fd-46be-8361-e55d3ba5f9c3	0	55990	bar
59	2d5c13af-76fd-46be-8361-e55d3ba5f9c3	1	81039	bar
59	2d5c13af-76fd-46be-8361-e55d3ba5f9c3	2	48715	bar
59	0a6f8af0-28c0-4770-8a8e-212f6b79d242	0	74407	bar
59	0a6f8af0-28c0-4770-8a8e-212f6b79d242	1	62610	bar
59	0a6f8af0-28c0-4770-8a8e-212f6b79d242	2	87544	bar
59	f0cd29e6-b678-4202-a3d2-bdb72a7db8e3	0	71634	bar
59	f0cd29e6-b678-4202-a3d2-bdb72a7db8e3	1	11384	bar
59	f0cd29e6-b678-4202-a3d2-bdb72a7db8e3	2	80459	bar
59	d275cde5-083f-4499-b74a-ec0556716b85	0	67981	bar
59	d275cde5-083f-4499-b74a-ec0556716b85	1	24661	bar
59	d275cde5-083f-4499-b74a-ec0556716b85	2	45324	bar
59	c2cb5066-4235-4dcf-b73b-660aab69f740	0	52419	bar
59	c2cb5066-4235-4dcf-b73b-660aab69f740	1	79275	bar
59	c2cb5066-4235-4dcf-b73b-660aab69f740	2	39796	bar
60	917f513c-693b-4f75-9f1c-3b5423e1a036	0	17240	bar
60	917f513c-693b-4f75-9f1c-3b5423e1a036	1	59358	bar
60	917f513c-693b-4f75-9f1c-3b5423e1a036	2	30593	bar
60	1e012ff1-1c62-4766-b140-6187c41bfcb5	0	2794	bar
60	1e012ff1-1c62-4766-b140-6187c41bfcb5	1	94900	bar
60	1e012ff1-1c62-4766-b140-6187c41bfcb5	2	79881	bar
60	57ae00e1-dc66-473d-b878-40311eb0b5c9	0	52532	bar
60	57ae00e1-dc66-473d-b878-40311eb0b5c9	1	81387	bar
60	57ae00e1-dc66-473d-b878-40311eb0b5c9	2	38828	bar
60	9d0cd0b5-2fb4-492e-8ccf-9621b740333c	0	32812	bar
60	9d0cd0b5-2fb4-492e-8ccf-9621b740333c	1	42742	bar
60	9d0cd0b5-2fb4-492e-8ccf-9621b740333c	2	38466	bar
60	0bb03695-ddd5-4896-a6fe-cd01ca3ca9f1	0	16748	bar
60	0bb03695-ddd5-4896-a6fe-cd01ca3ca9f1	1	54806	bar
60	0bb03695-ddd5-4896-a6fe-cd01ca3ca9f1	2	47507	bar
60	0bf4782f-8bd2-4ab8-b7d9-0f57cee871e6	0	3118	bar
60	0bf4782f-8bd2-4ab8-b7d9-0f57cee871e6	1	40081	bar
60	0bf4782f-8bd2-4ab8-b7d9-0f57cee871e6	2	14181	bar
60	1578a9a4-4256-495c-8aa3-8e1525a56e71	0	22896	bar
60	1578a9a4-4256-495c-8aa3-8e1525a56e71	1	82225	bar
60	1578a9a4-4256-495c-8aa3-8e1525a56e71	2	50000	bar
60	4e348ca2-5a1d-4a37-aa6a-da96f5d5f3da	0	72598	bar
60	4e348ca2-5a1d-4a37-aa6a-da96f5d5f3da	1	45339	bar
60	4e348ca2-5a1d-4a37-aa6a-da96f5d5f3da	2	54670	bar
60	e1278fcc-f27f-4841-a4f7-b6a3b5f55d62	0	61999	bar
60	e1278fcc-f27f-4841-a4f7-b6a3b5f55d62	1	49802	bar
60	e1278fcc-f27f-4841-a4f7-b6a3b5f55d62	2	910	bar
60	0a1e9eef-0a06-4a77-a9d2-3a403f70e0ba	0	16336	bar
60	0a1e9eef-0a06-4a77-a9d2-3a403f70e0ba	1	66185	bar
60	0a1e9eef-0a06-4a77-a9d2-3a403f70e0ba	2	60423	bar
61	f293fff3-d9e8-47a2-a0c7-599427466ac9	0	85405	bar
61	f293fff3-d9e8-47a2-a0c7-599427466ac9	1	37450	bar
61	f293fff3-d9e8-47a2-a0c7-599427466ac9	2	53674	bar
61	0d2cba13-feb7-4328-9510-f6f7085be123	0	53990	bar
61	0d2cba13-feb7-4328-9510-f6f7085be123	1	91077	bar
61	0d2cba13-feb7-4328-9510-f6f7085be123	2	45584	bar
61	e2f5659f-bfa8-4633-b465-875957dc240b	0	56174	bar
61	e2f5659f-bfa8-4633-b465-875957dc240b	1	91375	bar
61	e2f5659f-bfa8-4633-b465-875957dc240b	2	77106	bar
61	28149f9b-b4c3-4cdd-a5c1-1ad0a01ecb33	0	22502	bar
61	28149f9b-b4c3-4cdd-a5c1-1ad0a01ecb33	1	66934	bar
61	28149f9b-b4c3-4cdd-a5c1-1ad0a01ecb33	2	49784	bar
61	fed42c2d-f642-4845-9529-957a0e380cfb	0	43256	bar
61	fed42c2d-f642-4845-9529-957a0e380cfb	1	94423	bar
61	fed42c2d-f642-4845-9529-957a0e380cfb	2	45385	bar
61	86c76cdf-be2a-46f4-8704-ec88c1516614	0	57152	bar
61	86c76cdf-be2a-46f4-8704-ec88c1516614	1	35069	bar
61	86c76cdf-be2a-46f4-8704-ec88c1516614	2	42657	bar
61	b8c52406-03ab-4769-9077-cacece3aa460	0	69237	bar
61	b8c52406-03ab-4769-9077-cacece3aa460	1	24631	bar
61	b8c52406-03ab-4769-9077-cacece3aa460	2	22720	bar
61	1b20ed9e-0bfc-4123-b7b5-10e1920b8170	0	78181	bar
61	1b20ed9e-0bfc-4123-b7b5-10e1920b8170	1	69172	bar
61	1b20ed9e-0bfc-4123-b7b5-10e1920b8170	2	24415	bar
61	61e18659-3fe9-4f32-bd7c-5143cd298492	0	5022	bar
61	61e18659-3fe9-4f32-bd7c-5143cd298492	1	86077	bar
61	61e18659-3fe9-4f32-bd7c-5143cd298492	2	19070	bar
61	8a1022d7-b80b-4362-b0c2-b5968bc95c3f	0	86249	bar
61	8a1022d7-b80b-4362-b0c2-b5968bc95c3f	1	49839	bar
61	8a1022d7-b80b-4362-b0c2-b5968bc95c3f	2	52793	bar
62	f3af7f08-976c-426d-824d-ab0ffc36871f	0	48656	bar
62	f3af7f08-976c-426d-824d-ab0ffc36871f	1	18323	bar
62	f3af7f08-976c-426d-824d-ab0ffc36871f	2	35833	bar
62	395e3991-cbe6-4211-88d8-e5c24ee134d5	0	19328	bar
62	395e3991-cbe6-4211-88d8-e5c24ee134d5	1	12156	bar
62	395e3991-cbe6-4211-88d8-e5c24ee134d5	2	42630	bar
62	3ebe2606-9420-489d-9d40-67588ea67793	0	12874	bar
62	3ebe2606-9420-489d-9d40-67588ea67793	1	87485	bar
62	3ebe2606-9420-489d-9d40-67588ea67793	2	36698	bar
62	301af504-15ce-4944-aa94-fbecab210102	0	28868	bar
62	301af504-15ce-4944-aa94-fbecab210102	1	13028	bar
62	301af504-15ce-4944-aa94-fbecab210102	2	43473	bar
62	8b48cea2-39eb-4c92-a194-f817552232c3	0	20429	bar
62	8b48cea2-39eb-4c92-a194-f817552232c3	1	16247	bar
62	8b48cea2-39eb-4c92-a194-f817552232c3	2	75613	bar
62	d1bdab5e-9009-4abb-be7c-5f25da04f60b	0	18669	bar
62	d1bdab5e-9009-4abb-be7c-5f25da04f60b	1	14089	bar
62	d1bdab5e-9009-4abb-be7c-5f25da04f60b	2	34262	bar
62	ec4ed19e-38d1-4708-bdc4-e21a059844eb	0	18618	bar
62	ec4ed19e-38d1-4708-bdc4-e21a059844eb	1	17529	bar
62	ec4ed19e-38d1-4708-bdc4-e21a059844eb	2	18862	bar
62	9180c52a-f71c-4955-b7ee-981650bc6609	0	79863	bar
62	9180c52a-f71c-4955-b7ee-981650bc6609	1	8	bar
62	9180c52a-f71c-4955-b7ee-981650bc6609	2	52898	bar
62	efded409-ca4c-4f1e-b7ab-c8099d47fa1e	0	91127	bar
62	efded409-ca4c-4f1e-b7ab-c8099d47fa1e	1	59541	bar
62	efded409-ca4c-4f1e-b7ab-c8099d47fa1e	2	25356	bar
62	8e158028-f017-4fff-a2dc-042399ce25e2	0	86079	bar
62	8e158028-f017-4fff-a2dc-042399ce25e2	1	93558	bar
62	8e158028-f017-4fff-a2dc-042399ce25e2	2	93429	bar
63	4084697e-1ca2-4d61-b050-531fafb8695a	0	15338	bar
63	4084697e-1ca2-4d61-b050-531fafb8695a	1	9269	bar
63	4084697e-1ca2-4d61-b050-531fafb8695a	2	35497	bar
63	c76275f7-067a-42f2-9254-b270618622c9	0	68038	bar
63	c76275f7-067a-42f2-9254-b270618622c9	1	4965	bar
63	c76275f7-067a-42f2-9254-b270618622c9	2	40291	bar
63	cd884b34-0f73-4ebb-a95e-467eb8bba103	0	96123	bar
63	cd884b34-0f73-4ebb-a95e-467eb8bba103	1	97151	bar
63	cd884b34-0f73-4ebb-a95e-467eb8bba103	2	71367	bar
63	005154b4-84f5-43c1-8517-9e80dc860e03	0	31148	bar
63	005154b4-84f5-43c1-8517-9e80dc860e03	1	19709	bar
63	005154b4-84f5-43c1-8517-9e80dc860e03	2	14030	bar
63	ae902799-342e-493a-8a6e-6c59dd7ec550	0	58102	bar
63	ae902799-342e-493a-8a6e-6c59dd7ec550	1	25938	bar
63	ae902799-342e-493a-8a6e-6c59dd7ec550	2	31100	bar
63	e2f44fab-b282-4181-bd99-f85ce9e89c3d	0	74901	bar
63	e2f44fab-b282-4181-bd99-f85ce9e89c3d	1	12005	bar
63	e2f44fab-b282-4181-bd99-f85ce9e89c3d	2	46701	bar
63	2dd2e179-3da4-47bf-a46a-73f307683742	0	15718	bar
63	2dd2e179-3da4-47bf-a46a-73f307683742	1	56904	bar
63	2dd2e179-3da4-47bf-a46a-73f307683742	2	3342	bar
63	d5f6cf05-178c-4719-8ae9-bf67ef950ec4	0	16359	bar
63	d5f6cf05-178c-4719-8ae9-bf67ef950ec4	1	18905	bar
63	d5f6cf05-178c-4719-8ae9-bf67ef950ec4	2	2665	bar
63	5ce2e069-db2b-4d75-976a-893779b45666	0	94427	bar
63	5ce2e069-db2b-4d75-976a-893779b45666	1	91796	bar
63	5ce2e069-db2b-4d75-976a-893779b45666	2	89080	bar
63	481a250f-50cf-45d0-8dd8-f204144a4bd0	0	60329	bar
63	481a250f-50cf-45d0-8dd8-f204144a4bd0	1	69106	bar
63	481a250f-50cf-45d0-8dd8-f204144a4bd0	2	37722	bar
64	e07c828b-def6-4cc9-bbe3-d646c59f98fa	0	24132	bar
64	e07c828b-def6-4cc9-bbe3-d646c59f98fa	1	21795	bar
64	e07c828b-def6-4cc9-bbe3-d646c59f98fa	2	89571	bar
64	915c5022-18f3-4260-adaf-aad642f1af8f	0	16614	bar
64	915c5022-18f3-4260-adaf-aad642f1af8f	1	18916	bar
64	915c5022-18f3-4260-adaf-aad642f1af8f	2	32493	bar
64	3ced4190-7d9e-4624-9972-93555748b302	0	74101	bar
64	3ced4190-7d9e-4624-9972-93555748b302	1	5628	bar
64	3ced4190-7d9e-4624-9972-93555748b302	2	62381	bar
64	f459a307-d810-4efe-8eef-5e29ac014e6b	0	7943	bar
64	f459a307-d810-4efe-8eef-5e29ac014e6b	1	88025	bar
64	f459a307-d810-4efe-8eef-5e29ac014e6b	2	3808	bar
64	f9cbba32-203d-499c-8c11-0a64e371a2c4	0	34914	bar
64	f9cbba32-203d-499c-8c11-0a64e371a2c4	1	54690	bar
